1508	1512	Call	sn	Jacksons	JF003	ga	04/22/1995		g.r.	sn at 25.10	20	BK 40-30		MK_DT1_150
1512	1515	Call	cc	Jacksons	JF003	ga	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_151
1515	1526	Call	cc	Jacksons	JF003	ga	04/22/1995		g.r.	cc at 25.22	20	BK 40-30		MK_DT1_152
1526	1531	Call	cc	Jacksons	JF003	ga	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_153
1531	1565	Call	"zn, cc"	Jacksons	JF003	ga	04/22/1995		g.r.	together	20	BK 40-30		MK_DT1_154
1565	1584	Call	cc	Jacksons	JF003	ga	04/22/1995		g.r./bkg	"cc at 26.06/26.09/26.14/26.17, quite clear"	20	BK 40-30		MK_DT1_155
1584	1585	Call	sn	Jacksons	JF003	ga	04/22/1995		n.v.g.r.		20	BK 40-20 b.		MK_DT1_156
1585	1623	Call	cc	Jacksons	JF003	ga	04/22/1995		n.v.g.r.		20	BK 40-30 b.		MK_DT1_157
1623	1670	Call	cc	Jacksons	JF003	ga	04/22/1995		g.r./bkg	"explanation, JF003 GA, longer calls from JF004"	20	BK 40-30		MK_DT1_158
1670	1705	Call	wc	Jacksons	JF004	gt	04/22/1995	4.8	g.r.	wc at 27.54/27.59/28.01/28.03/28.05/28.07/28.08	20	BK 40-30	W0115901	MK_DT1_159
1705	1728	Call	explan	Jacksons	JF004	gt	04/22/1995		g.r.	"explanation, JF004 called because of bird, ran back to her, bird 200m dist"				MK_DT1_160
1728	1734	Call	sn	Jacksons	JF004	gt	04/22/1995		n.v.g.r.	sn at 28.49/28.53	20	BK 40-30 b.		MK_DT1_161
1734	1737	Call	talking	Jacksons	JF004	gt	04/22/1995		g.r.	talking	20	BK 40-30		MK_DT1_162
1737	1746	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 28.58/29.00	20	BK 40-30		MK_DT1_163
1746	1755	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.	zn at 29.10	20	BK 40-30		MK_DT1_164
1755	1759	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_165
1759	1767	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 29.29/29.22/29.23/29.26	20	BK 40-30		MK_DT1_166
1767	1773	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_167
1773	1775	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_168
1775	1783	Call	talking	Jacksons	JF004	gt	04/22/1995		g.r.	Ruth talking	20	BK 40-30		MK_DT1_169
1783	1785	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_170
1785	1791	Call	talking	Jacksons	JF004	gt	04/22/1995		g.r.	Ruth talking	20	BK 40-30		MK_DT1_171
1791	1799	Call	wc	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_172
1799	1818	Call	wc	Jacksons	JF004	gt	04/22/1995		g.r.	wc at 30.01/30.02/30.04/30.05/30.10/30.14/30.15/30.17	20	BK 40-30		MK_DT1_173
1818	1829	Call	wc	Jacksons	JF004	gt	04/22/1995		g.r.	wc at 30.18/30.21/30.22/30.25/30.26/30.27/30.28	20	BK 40-30		MK_DT1_174
1829	1835	Call	md	Jacksons	JF004	gt	04/22/1995		g.r.	al at 30.30/30.34	20	BK 40-30		MK_DT1_175
1835	1836	Call	wc	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_176
1836	1838	Call	wc	Jacksons	JF004	gt	04/22/1995		g.r.	wc at 30.37	20	BK 40-30		MK_DT1_177
1838	1845	Call	md	Jacksons	JF004	gt	04/22/1995		g.r.	al at 30.39/30.40/30.42/30.43	20	BK 40-30		MK_DT1_178
1845	1860	Call	wc	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_179
1860	1884	Call	explan	Jacksons	JF004	gt	04/22/1995		g.r.	"explanation, JF004 alarm probably because of bird, fe closest to her ran back to her"	20	BK 40-30		MK_DT1_180
1884	1891	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_181
1891	1897	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_182
1897	1904	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 31.42	20	BK 40-30		MK_DT1_183
1904	1905	Call	tn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_184
1905	1908	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 31.47/	20	BK 40-30		MK_DT1_185
1908	1910	Call	tn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_186
1910	1911	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_187
1911	1918	Call	tn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_188
1918	1920	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_189
1920	1921	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_190
1921	1922	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_191
1922	1928	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_192
1928	1930	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_193
1930	1937	Call	wc	Jacksons	JF004	gt	04/22/1995	4.84	g.r.	wc at 32.11	20	BK 40-30		MK_DT1_194
1937	1944	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 32.19/32.22	20	BK 40-30		MK_DT1_195
1944	1951	Call	explan	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_196
1951	1952	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40-30		MK_DT1_197
1952	1976	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 32.35	20	BK 40-30		MK_DT1_198
1976	1984	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.	sn at 33.04	20	BK 40-30		MK_DT1_199
1984	1985	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40-30		MK_DT1_200
1985	1995	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.	sn at 33.11	20	BK 50-40		MK_DT1_201
1995	1997	Call	ss	Jacksons	JF004	gt	04/22/1995		g.r.	ss=melodišse vocalisation - one note going up	20	BK 50-40		MK_DT1_202
1997	2011	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.	sn at 33.18/33.21/33.23	20	BK 50-40		MK_DT1_203
2011	2014	Call	tn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_204
2014	2017	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_205
2017	2019	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 50-40		MK_DT1_206
2019	2023	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_207
2023	2024	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 50-40		MK_DT1_208
2024	2026	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_209
2026	2044	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 33.54	20	BK 50-40		MK_DT1_210
2044	2046	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_211
2046	2053	Call	"sn,sn,sn"	Jacksons	JF004	gt	04/22/1995		g.r.	3 very short sn in row	20	BK 50-40		MK_DT1_212
2053	2054	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_213
2054	2059	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 50-40		MK_DT1_214
2059	2060	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_215
2060	2066	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 34.25	20	BK 50-40		MK_DT1_216
2066	2068	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_217
2068	2071	Call	zn	Jacksons	JF004	gt	04/22/1995		n.v.g.r.		20	BK 50-40 b.		MK_DT1_218
2071	2080	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 34.34	20	BK 50-40		MK_DT1_219
2080	2090	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_220
2090	2092	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 50-40		MK_DT1_221
2092	2095	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_222
2095	2103	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 34.56/35.00/35.01	20	BK 50-40		MK_DT1_223
2103	2108	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_224
2108	2128	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 35.12/35.16/35.20	20	BK 50-40		MK_DT1_225
2128	2147	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 50-40		MK_DT1_226
2147	2164	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40		MK_DT1_227
2164	2180	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg	cc at 36.06/36.11/36.13	20	BK 40		MK_DT1_228
2180	2181	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40		MK_DT1_229
2181	2184	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40		MK_DT1_230
2184	2198	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.	sn at 36.35	20	BK 40		MK_DT1_231
2198	2204	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40		MK_DT1_232
2204	2219	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.	sn at 36.46	20	BK 40		MK_DT1_233
2219	2228	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40		MK_DT1_234
2228	2237	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40		MK_DT1_235
2237	2239	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40		MK_DT1_236
2239	2245	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.	sn at 37.21	20	BK 40		MK_DT1_237
2245	2249	Call	zn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40		MK_DT1_238
2249	2254	Call	sn	Jacksons	JF004	gt	04/22/1995		g.r.		20	BK 40		MK_DT1_239
2254	2256	Call	cc	Jacksons	JF004	gt	04/22/1995		g.r./bkg		20	BK 40		MK_DT1_240
